3H4,200,
3H5,2363,2163
3H6,4464,4264
3F2,5215,5015
3F3,6555,6355
3F4,7031,6831
1G4,9997,9797
1D2,16846,16646
3P0,20925,20725
3P1,21473,
1I6,21519,
3P2,22754,22554
1S0,46900,46700
