4I9/2,146,
4I11/2,2028,1920
4I13/2,4010,3960
4I15/2,6058,6070
4F3/2,11438,11200
4F5/2,12466,12250
2H9/2,12618,12440
4F7/2,13437,13250
4S3/2,13524,13480
4F9/2,14722,14560
2H11/2,15935,15890
4G5/2,17135,17700
2G7/2,,17270
2K13/2,,
4G7/2,19020,19370
4G9/2,19434,
2K15/2,,
2G9/2,21056,
2D+2P3/2,21129,
4G11/2,21426,
2P1/2,23214,
2D5/2,23780,
2P+2D8/2,26160,
4D3/2,27981,
4D5/2,,
2I11/2,,
4D1/2,28505,
