6H15/2,52,
6H13/2,3517,3462
6H11/2,5835,5780
6H9/2,7667,7538
6F11/2,7667,7621
6F9/2,9014,8947
6H7/2,9014,8885
6H5/2,10140,10083
6F7/2,10926,10870
6F5/2,12323,12268
6F3/2,13116,13060
6F1/2,,
4F9/2,20963,20987
4I15/2,21954,22113
4G11/2,23303,
4F7/2,,
4I13/2,,
4M21/2,,
4K17/2,,
4M19/2,,
4P+4D3/2,,
6P5/2,,
4I11/2,,
6P7/2,28326,
4M+4I15/2,,
4F+4D5/2,29480,
