5I8,108,
5I7,5155,5049
5I6,8657,8550
5I5,11219,11110
5I4,13284,13155
5F5,15482,15374
5S2,18430,18325
5F4,18554,18444
5F8,20614,
5F2,21069,20969
3K8,21351,21246
5G8,22101,
5F1,,
5G+3G5,23936,
5G4,25820,
3K7,26140,
5G+3H5,27649,
3H6,,
5F+3F+5G2,27967,
5G3,28811,
8L9,28911,
3F+3H+3G4,,
3K6,,
5G2,,
3D3,33067,
3P1,,
3M10,,
3L8,,
5G+5D+3G4,34728,
3F2,,
1L8,,
3H+3G5,,
3P+1D2,36722,
3L7,,
3I7,38314,
