3H5,170,
3F4,5846,12435
3H5,8250,
3H4,12665,5583
3F3,14464,14267
3F2,15192,14869
1G4,21300,20933
1D2,27916,27519
1I6,34870,
3P0,35444,35314
3P1,36461,5583
3P2,38257,
1S0,,
