4I15/2,217,
4I13/2,6697,6482
4I11/2,10340,10111
4I9/2,12567,12352
4F9/2,15452,15176
4S3/2,18570,18291
2H+4G11/2,19334,
4F7/2,20709,
4F5/2,22378,22068
4F3/2,22711,22409
2G+4F9/2,24744,
4G11/2,26585,26271
4G9/2,27629,
2K15/2,,
2G7/2,28298,
2P+2D3/2,31718,
2K13/2,33139,
4G5/2,,
2P1/2,,
4G7/2,34211,
2D5/2,35055,
2H+2G9/2,36641,
2D5/2,38827,
4D7/2,39530,
